id,estimator,pipe,total_folds,fold,loss,metric
13247079,GradientBoostingRegressor,pipe9,5,2,2.5669416690697813,0.7852658459605225
53322716,GradientBoostingRegressor,pipe9,5,3,2.9414291691025154,0.7059317416838775
65585206,GradientBoostingRegressor,pipe9,5,4,2.498864735937921,0.8143080593031758
26835775,GradientBoostingRegressor,pipe9,5,5,2.1690079299168987,0.8679543257905821
96759696,LinearRegression,pipe10,5,1,3.026756484602414,0.7614989340241612
17627841,LinearRegression,pipe10,5,2,2.9395370016125715,0.7521986540002095
56862066,LinearRegression,pipe10,5,3,2.9505391374851437,0.7353519979034882
54226182,LinearRegression,pipe10,5,4,2.7731699594767023,0.7475455625668076
25509051,LinearRegression,pipe10,5,5,2.8756127839087307,0.7757552360613611
11568507,Ridge,pipe10,5,1,3.025300785159789,0.761716589117192
62914643,Ridge,pipe10,5,2,2.9391514076197285,0.7522128013282227
56327502,Ridge,pipe10,5,3,2.9480938790837854,0.7353667351883084
92491695,Ridge,pipe10,5,4,2.7712992304170214,0.7476932929521227
32100685,Ridge,pipe10,5,5,2.8766926742471752,0.7755589683489023
83821679,Lasso,pipe10,5,1,2.965942458766811,0.7749995764688153
4360985,Lasso,pipe10,5,2,3.0107722041635583,0.7376177862798219
40951005,Lasso,pipe10,5,3,3.092488849047059,0.7069962568286762
57109151,Lasso,pipe10,5,4,2.565002690116623,0.7688895544091535
519232,Lasso,pipe10,5,5,3.1379780763747966,0.7340962955530561
85361989,SVR,pipe10,5,1,2.477315352468323,0.8383776022511413
48048500,SVR,pipe10,5,2,2.8804769986692897,0.7505188657996037
76349789,SVR,pipe10,5,3,2.8842624387556612,0.7084689195240172
62479561,SVR,pipe10,5,4,2.7882818236720914,0.7225144580079155
54336876,SVR,pipe10,5,5,2.9752374707873765,0.7468764822866159
20656710,RandomForestRegressor,pipe10,5,1,2.3422544406502874,0.8246559395421487
80708245,RandomForestRegressor,pipe10,5,2,2.4273195943588286,0.8135488153430844
34166266,RandomForestRegressor,pipe10,5,3,2.8223171521280075,0.7594907876757578
58943392,RandomForestRegressor,pipe10,5,4,2.6382420770984654,0.7793949618353799
81732545,RandomForestRegressor,pipe10,5,5,2.268047655521311,0.8526620446738571
84739516,ExtraTreesRegressor,pipe10,5,1,2.4240054213482,0.8399593175846947
80140891,ExtraTreesRegressor,pipe10,5,2,2.544315011186764,0.7953882619649678
79780379,ExtraTreesRegressor,pipe10,5,3,2.8043692432177414,0.7465860668911509
49927834,ExtraTreesRegressor,pipe10,5,4,2.409651916540356,0.8174121066915758
9071569,ExtraTreesRegressor,pipe10,5,5,2.6109505472438235,0.8081386242684678
97056675,AdaBoostRegressor,pipe10,5,1,2.8969534783462967,0.7282387288673946
37537508,AdaBoostRegressor,pipe10,5,2,2.6968046747273013,0.7838145328967691
92142592,AdaBoostRegressor,pipe10,5,3,2.9155857932397904,0.7301761827431277
77112912,AdaBoostRegressor,pipe10,5,4,2.5861814921120083,0.8023380203869767
53834506,AdaBoostRegressor,pipe10,5,5,2.7279473140283663,0.8053544477568519
99459415,GradientBoostingRegressor,pipe10,5,1,2.5258765371892484,0.801119275211412
35504235,GradientBoostingRegressor,pipe10,5,2,2.436955504282209,0.8173506690463637
26564958,GradientBoostingRegressor,pipe10,5,3,2.7189506461281843,0.7741213284496458
70061670,GradientBoostingRegressor,pipe10,5,4,2.6934660063049103,0.7735318918228479
98027830,GradientBoostingRegressor,pipe10,5,5,2.3958509070467824,0.8567166510987889
85293631,LinearRegression,pipe11,5,1,2.774672298892316,0.8128987605350849
80968828,LinearRegression,pipe11,5,2,2.686799472088569,0.8022086231514589
24616830,LinearRegression,pipe11,5,3,2.686107206220264,0.7934226901122302
89055911,LinearRegression,pipe11,5,4,2.8426810387626933,0.7813597727883864
43990960,LinearRegression,pipe11,5,5,2.7859749612122164,0.8237329486191216
87269992,Ridge,pipe11,5,1,2.772541077908828,0.8131607701661571
64999608,Ridge,pipe11,5,2,2.6852804030695454,0.8022737700146609
13109471,Ridge,pipe11,5,3,2.6836207604212707,0.7933378499547977
70275064,Ridge,pipe11,5,4,2.8388479566140457,0.7816425622834582
91115244,Ridge,pipe11,5,5,2.7840698100057693,0.8235181543301511
11462689,Lasso,pipe11,5,1,2.94704422266622,0.7778957215900967
92218224,Lasso,pipe11,5,2,2.9079497631828337,0.7550422282993496
14335093,Lasso,pipe11,5,3,3.0831988907301686,0.7095144530545759
9680969,Lasso,pipe11,5,4,2.546350163908215,0.7795578854392188
88203505,Lasso,pipe11,5,5,3.0091840463658426,0.7519048695146059
18811779,SVR,pipe11,5,1,2.6168864987293032,0.8154983116233373
55221246,SVR,pipe11,5,2,2.8115305353455984,0.7672683649951546
52169971,SVR,pipe11,5,3,3.086573595295597,0.709383813322496
31312895,SVR,pipe11,5,4,2.7416694328754385,0.7507919542280586
74569896,SVR,pipe11,5,5,2.8710273701960065,0.7678790403856703
80470100,RandomForestRegressor,pipe11,5,1,2.5338395441172747,0.8149502293929833
3120839,RandomForestRegressor,pipe11,5,2,2.4185122067176508,0.8270412102480524
41030917,RandomForestRegressor,pipe11,5,3,2.7492125857360685,0.7623956993156152
99511556,RandomForestRegressor,pipe11,5,4,2.659368204627075,0.7800278016881894
80727061,RandomForestRegressor,pipe11,5,5,2.4574740565903648,0.8454276037517665
61250443,ExtraTreesRegressor,pipe11,5,1,2.3742246252751644,0.8497027928054993
39901655,ExtraTreesRegressor,pipe11,5,2,2.4295982852252003,0.8107051273015983
63203656,ExtraTreesRegressor,pipe11,5,3,2.7719420608071434,0.7501113427129454
32260455,ExtraTreesRegressor,pipe11,5,4,2.3336276485479783,0.8302752499140323
8409722,ExtraTreesRegressor,pipe11,5,5,2.4619186524974115,0.8247007210902929
79315789,AdaBoostRegressor,pipe11,5,1,2.7023491052519875,0.7798426908454231
87939960,AdaBoostRegressor,pipe11,5,2,2.5607045548958696,0.8040947214256823
98785944,AdaBoostRegressor,pipe11,5,3,2.619113296173155,0.7831918992506715
39219767,AdaBoostRegressor,pipe11,5,4,2.609775753316207,0.7988446461348474
58251063,AdaBoostRegressor,pipe11,5,5,2.4905767417704907,0.8454284660652299
6085177,GradientBoostingRegressor,pipe11,5,1,2.8645907449057124,0.7229525360060445
90720588,GradientBoostingRegressor,pipe11,5,2,2.272269781940411,0.8439519014966328
1244499,GradientBoostingRegressor,pipe11,5,3,2.6214853834846674,0.7897496918623057
80338941,GradientBoostingRegressor,pipe11,5,4,2.6115810527131678,0.7841934929282494
67136965,GradientBoostingRegressor,pipe11,5,5,2.273609468468967,0.8699464765948148
